program_id,university_name,university_type,partnership_status,partner_name,country,city,world_ranking,program_name,field_of_study,specialization,course_duration_months,min_gpa,min_percentage,last_education_required,work_experience_required,min_work_experience_years,specific_background_required,english_test_required,ielts_overall,toefl_overall,pte_overall,duolingo_overall,moi_accepted,gre_required,gmat_required,tuition_fee_usd,tuition_fee_eur,application_fee_eur,scholarships_available,scholarship_details,scholarship_amount_max,living_cost_estimate_eur,intake_spring,intake_summer,intake_fall,intake_winter,fall_deadline,visa_success_rate,job_placement_rate,post_study_work_visa,university_website,program_website,,,,
PROG061,Strate School of Design,Private,Partnered,Edugo,France,Sèvres,1001,MSc in Product & Service Design Innovation,Design,Product & Service Design,18,3.0,70,Bachelor's,No,0,Design; Engineering or Business,Yes,6.5,85,58,110,Yes,No,No,18500,17100,100,Yes,Excellence & Portfolio Scholarship,5000,12000,No,No,Yes,No,06/15,90,88,2 years,https://www.strate.design/en/,https://strate.design/en/msc-product-service-design,,,,
PROG062,Strate School of Design,Private,Partnered,Edugo,France,Sèvres,1001,MSc in Mobility & Transportation Design,Design,Transportation & Mobility Design,18,3.0,70,Bachelor's,No,0,Design or Engineering,Yes,6.5,85,58,110,Yes,No,No,18500,17100,100,Yes,Excellence & Portfolio Scholarship,5000,12000,No,No,Yes,No,06/15,90,88,2 years,https://www.strate.design/en/,https://strate.design/en/msc-mobility-design,,,,
PROG063,Atelier Chardon Savard,Private,Partnered,Edugo,France,Paris,1001,Bachelor in Fashion Design & Pattern Making,Fashion,Fashion Design & Creation,36,2.8,65,High School Diploma,No,0,Art or Fashion background preferred,Yes,6.0,72,50,100,Yes,No,No,11500,10650,80,Yes,Merit & Talent Scholarship,3000,12000,Yes,No,Yes,No,06/30,85,82,2 years,https://www.atelier-chardon-savard.com/en/,https://atelier-chardon-savard.com/en/bachelor-fashion-design,,,,
PROG064,Atelier Chardon Savard,Private,Partnered,Edugo,France,Paris,1001,Master in Fashion Business & Creative Direction,Fashion,Fashion Business & Styling,18,3.0,70,Bachelor's,No,0,Fashion; Business or Communication,Yes,6.5,80,58,105,Yes,No,No,14500,13400,80,Yes,Merit & Professional Scholarship,4000,12000,No,No,Yes,No,06/30,85,82,2 years,https://www.atelier-chardon-savard.com/en/,https://atelier-chardon-savard.com/en/master-fashion-business,,,,
PROG065,SKEMA Business School,Private,Partnered,Edugo,France,Sophia Antipolis,35,MSc in International Business,Business Administration,International Business,12,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,90,58,110,Yes,No,No ,19500,18000,100,Yes,Excellence; Early Bird up to 30%,6000,12000,No,No,Yes,No,06/30,94,92,2 years,https://www.skema.edu/,https://www.skema.edu/programmes/msc-international-business,,,,
PROG066,SKEMA Business School,Private,Partnered,Edugo,France,Sophia Antipolis,35,MSc in Financial Markets & Investments,Finance,Financial Markets & Trading,12,3.0,70,Bachelor's,No,0,Finance; Economics or Business,Yes,6.5,90,58,110,Yes,No,No,21500,19900,100,Yes,Excellence Scholarship up to 50%,10000,12000,No,No,Yes,No,06/30,94,92,2 years,https://www.skema.edu/,https://www.skema.edu/programmes/msc-financial-markets-investments,,,,
PROG067,SKEMA Business School,Private,Partnered,Edugo,France,Sophia Antipolis,35,MSc in Artificial Intelligence for Business Transformation,Business & AI,AI & Digital Transformation,12,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,90,58,110,Yes,No,No,21500,19900,100,Yes,Excellence & Early Bird,8000,12000,No,No,Yes,No,06/30,94,92,2 years,https://www.skema.edu/,https://www.skema.edu/programmes/msc-ai-business,,,,
PROG068,IESA Arts & Culture,Private,Partnered,Edugo,France,Paris,1001,Master in Arts & Cultural Management,Arts & Culture,Cultural Management & Production,12,3.0,70,Bachelor's,Yes,2,Arts; Business or Humanities,Yes,6.5,85,58,110,Yes,No,No,15900,14700,90,Yes,Merit & Cultural Project Scholarship,5000,12000,No,No,Yes,No,06/15,88,85,2 years,https://www.iesa.fr/en/,https://www.iesa.fr/en/programmes/master-arts-cultural-management,,,,
PROG069,IESA Arts & Culture,Private,Partnered,Edugo,France,Paris,1001,MBA in Art Market & Expertise,Arts & Culture,Art Market & Valuation,12,3.0,70,Bachelor's,Yes,3,Art History or related,Yes,6.5,85,58,110,Yes,No,No,17900,16500,90,Yes,Excellence & Professional Scholarship,6000,12000,No,No,Yes,No,06/15,88,85,2 years,https://www.iesa.fr/en/,https://www.iesa.fr/en/programmes/mba-art-market-expertise,,,,
PROG070,LISAA School of Design,Private,Partnered,Edugo,France,Paris,1001,Bachelor in Interior Architecture & Design,Design,Interior Architecture & Design,36,2.8,65,High School Diploma,No,0,Art or Design preferred,Yes,6.0,72,50,100,Yes,No,No,11900,11000,80,Yes,Merit & Portfolio Scholarship,3000,12000,Yes,No,Yes,No,06/30,87,83,2 years,https://www.lisaa.com/en/,https://www.lisaa.com/en/programmes/bachelor-interior-architecture-design,,,,
PROG071,LISAA School of Design,Private,Partnered,Edugo,France,Paris,1001,Bachelor in Graphic Design & Digital Media,Design,Graphic & Motion Design,36,2.8,65,High School Diploma,No,0,Art background preferred,Yes,6.0,72,50,100,Yes,No,No,11900,11000,80,Yes,Merit & Portfolio Scholarship,3000,12000,Yes,No,Yes,No,06/30,87,83,2 years,https://www.lisaa.com/en/,https://www.lisaa.com/en/programmes/bachelor-graphic-design,,,,
PROG072,LISAA School of Design,Private,Partnered,Edugo,France,Paris,1001,MSc in UX Design & Digital Innovation,Design,User Experience & Digital Strategy,18,3.0,70,Bachelor's,No,0,Design; IT or Marketing,Yes,6.5,80,58,105,Yes,No,No,14900,13800,80,Yes,Excellence Scholarship,4000,12000,No,No,Yes,No,06/30,87,83,2 years,https://www.lisaa.com/en/,https://www.lisaa.com/en/programmes/msc-ux-design,,,,
PROG073,EM Normandie Business School,Private,Partnered,Edugo,France,Paris / Dublin,151-200,Master in Management (Grande École Programme),Business Administration,General Management & Specialisations,24,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,85,58,110,Yes,No,No,17900,16500,100,Yes,Excellence up to 50%; Early Bird,9000,12000,No,No,Yes,No,06/30,93,90,2 years,https://www.em-normandie.com/en,https://www.em-normandie.com/en/programmes/master-management,,,,
PROG074,EM Normandie Business School,Private,Partnered,Edugo,France,Paris / Dublin,151-200,MSc in International Business Development,Business Administration,International Business,12,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,85,58,110,Yes,No,No,15900,14700,100,Yes,Merit & Early Application,5000,12000,No,No,Yes,No,06/30,93,90,2 years,https://www.em-normandie.com/en,https://www.em-normandie.com/en/programmes/msc-international-business,,,,
PROG075,EM Normandie Business School,Private,Partnered,Edugo,France,Paris / Dublin,151-200,MSc in Digital Marketing & Sales,Marketing,Digital Marketing & CRM,12,3.0,70,Bachelor's,No,0,Marketing or Business,Yes,6.5,85,58,110,Yes,No,No,15900,14700,100,Yes,Merit Scholarship,5000,12000,No,No,Yes,No,06/30,93,90,2 years,https://www.em-normandie.com/en,https://www.em-normandie.com/en/programmes/msc-digital-marketing-sales,,,,
PROG076,IPAG Business School,Private,Partnered,Edugo,France,Paris,301-350,MSc in International Business & Supply Chain Management,Business Administration,International Business & Logistics,15,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,80,58,105,Yes,No,No,13900,12800,75,Yes,Merit & Early Bird up to 30%,4000,12000,No,No,Yes,No,06/30,90,87,2 years,https://www.ipag.edu/en/,https://www.ipag.edu/en/programmes/msc-international-business-supply-chain,,,,
PROG077,IPAG Business School,Private,Partnered,Edugo,France,Paris,301-350,MBA in Energy & Sustainable Development,Business Administration,Energy Transition & Sustainability,12,3.0,70,Bachelor's,Yes,3,Business or Engineering,Yes,6.5,85,58,110,Yes,No,No,16900,15600,75,Yes,Excellence Scholarship,5000,12000,No,No,Yes,No,06/30,90,87,2 years,https://www.ipag.edu/en/,https://www.ipag.edu/en/programmes/mba-energy-sustainable-development,,,,
PROG078,Excelia Business School,Private,Partnered,Edugo,France,La Rochelle,101-150,Master in Management (Grande École),Business Administration,General Management & Majors,24,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,85,58,110,Yes,No,No,16900,15600,90,Yes,Excellence up to €8000; Early Bird,8000,11000,No,No,Yes,No,06/30,92,89,2 years,https://www.excelia-group.com/en,https://www.excelia-group.com/en/programmes/master-management,,,,
PROG079,Excelia Business School,Private,Partnered,Edugo,France,La Rochelle,101-150,MSc in International Business Management,Business Administration,International Business,12,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,85,58,110,Yes,No,No,14900,13800,90,Yes,Merit & Early Bird,5000,11000,No,No,Yes,No,06/30,92,89,2 years,https://www.excelia-group.com/en,https://www.excelia-group.com/en/programmes/msc-international-business-management,,,,
PROG080,ENAC (École Nationale de l'Aviation Civile),Public,Partnered,Edugo,France,Toulouse,101-150,MSc in Air Transport Management,Engineering & Management,Air Transport & Aviation,24,3.0,70,Bachelor's,No,0,Engineering; Business or Aviation-related,Yes,6.5,85,58,110,No,No,No,12000,11000,0,Yes,Eiffel; ENAC Excellence Scholarship,15000,9500,No,No,Yes,No,03/31,97,95,2 years,https://www.enac.fr/en/,https://www.enac.fr/en/msc-air-transport-management,,,,
PROG081,ENAC (École Nationale de l'Aviation Civile),Public,Partnered,Edugo,France,Toulouse,101-150,MSc in Aerospace Project Management,Engineering & Management,Aerospace Projects & Systems,24,3.0,70,Bachelor's,No,0,Engineering background,Yes,6.5,85,58,110,No,No,No,12000,11000,0,Yes,Eiffel; Industry Scholarship,12000,9500,No,No,Yes,No,03/31,97,95,2 years,https://www.enac.fr/en/,https://www.enac.fr/en/msc-aerospace-project-management,,,,
PROG082,Audencia Business School,Private,Partnered,Edugo,France,Nantes,51-100,Master in Management (Grande École Programme),Business Administration,General Management & Majors,24,3.2,75,Bachelor's,No,0,Any background,Yes,6.5,90,58,110,Yes,No,No,21900,20200,100,Yes,Excellence up to 100%; Early Bird,10000,11000,No,No,Yes,No,06/30,95,93,2 years,https://www.audencia.com/en,https://www.audencia.com/en/programmes/master-management,,,,
PROG083,Audencia Business School,Private,Partnered,Edugo,France,Nantes,51-100,MSc in International Business & Strategy,Business Administration,International Strategy & Consulting,12,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,90,58,110,Yes,No,No,18900,17500,100,Yes,Excellence & Early Application,6000,11000,No,No,Yes,No,06/30,95,93,2 years,https://www.audencia.com/en,https://www.audencia.com/en/programmes/msc-international-business-strategy,,,,
PROG084,Audencia Business School,Private,Partnered,Edugo,France,Nantes,51-100,MSc in Data Management & Business Analytics,Business & Data,Data Analytics & AI for Business,12,3.0,70,Bachelor's,No,0,Business; Engineering or Maths,Yes,6.5,90,58,110,Yes,No,No,18900,17500,100,Yes,Excellence Scholarship,6000,11000,No,No,Yes,No,06/30,95,93,2 years,https://www.audencia.com/en,https://www.audencia.com/en/programmes/msc-data-management,,,,
PROG085,Université Catholique de l'Ouest (UCO),Private,Partnered,Edugo,France,Angers,801-1000,Bachelor in International Business & Languages,Business & Languages,International Trade & Modern Languages,36,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,78,50,100,Yes,No,No,8900,8200,50,Yes,Merit & International Scholarship,2500,9000,Yes,No,Yes,No,06/30,88,84,2 years,https://international.uco.fr/en/,https://international.uco.fr/en/programmes/bachelor-international-business-languages,,,,
PROG086,Université Catholique de l'Ouest (UCO),Private,Partnered,Edugo,France,Angers,801-1000,MSc in International Management & Digital Strategy,Business Administration,International Management & Digital,24,3.0,70,Bachelor's,No,0,Business or related,Yes,6.5,85,58,105,Yes,No,No,10900,10100,50,Yes,Excellence & Early Bird,3000,9000,No,No,Yes,No,06/30,88,84,2 years,https://international.uco.fr/en/,https://international.uco.fr/en/programmes/msc-international-management-digital,,,,
PROG087,Montpellier Business School,Private,Partnered,Edugo,France,Montpellier,101-150,Master in Management (Grande École),Business Administration,General Management & Specialisations,24,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,85,58,110,Yes,No,No,17900,16500,90,Yes,Excellence up to 40%; Early Bird,7000,10500,No,No,Yes,No,06/30,93,91,2 years,https://www.montpellier-bs.com/en/,https://www.montpellier-bs.com/en/programmes/master-management,,,,
PROG088,Montpellier Business School,Private,Partnered,Edugo,France,Montpellier,101-150,MSc in International Business,Business Administration,International Business & Strategy,12,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,85,58,110,Yes,No,No,14900,13800,90,Yes,Merit & Diversity Scholarship,5000,10500,No,No,Yes,No,06/30,93,91,2 years,https://www.montpellier-bs.com/en/,https://www.montpellier-bs.com/en/programmes/msc-international-business,,,,
PROG089,Rennes School of Business,Private,Partnered,Edugo,France,Rennes,101-150,Master in Management (Grande École),Business Administration,General Management & Majors,24,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,90,58,110,Yes,No,No,18900,17500,100,Yes,Excellence up to 50%; Early Bird,9000,11000,No,No,No,Yes,06/30,94,92,2 years,https://www.rennes-sb.com/,https://www.rennes-sb.com/programmes/master-management,,,,
PROG090,Rennes School of Business,Private,Partnered,Edugo,France,Rennes,101-150,MSc in Data & Business Analytics,Business & Data,Data Science & Analytics,15,3.0,70,Bachelor's,No,0,Business; IT or Maths,Yes,6.5,90,58,110,Yes,No,No,17900,16500,100,Yes,Excellence & Early Application,6000,11000,No,No,Yes,No,06/30,94,92,2 years,https://www.rennes-sb.com/,https://www.rennes-sb.com/programmes/msc-data-business-analytics,,,,
PROG091,Rennes School of Business,Private,Partnered,Edugo,France,Rennes,101-150,MSc in International Finance,Finance,Corporate Finance & FinTech,15,3.0,70,Bachelor's,No,0,Finance or Business,Yes,6.5,90,58,110,Yes,No,No,17900,16500,100,Yes,Excellence Scholarship,6000,11000,No,No,Yes,No,06/30,94,92,2 years,https://www.rennes-sb.com/,https://www.rennes-sb.com/programmes/msc-international-finance,,,,
PROG092,L'École de Design Nantes Atlantique,Private,Partnered,Edugo,France,Nantes,101-150,MSc in Design & Innovation Management,Design,Design Thinking & Innovation Strategy,24,3.0,70,Bachelor's,No,0,Design; Business or Engineering,Yes,6.5,85,58,110,Yes,No,No,17900,16500,100,Yes,Excellence & Portfolio Scholarship,5000,11000,No,No,Yes,No,05/31,90,88,2 years,https://www.lecolededesign.com/en/,https://www.lecolededesign.com/en/msc-design-innovation-management,,,,
PROG093,L'École de Design Nantes Atlantique,Private,Partnered,Edugo,France,Nantes,101-150,MSc in Urban Environment Design,Design,Urban & Sustainable Design,24,3.0,70,Bachelor's,No,0,Design; Architecture or Urban Planning,Yes,6.5,85,58,110,Yes,No,No,17900,16500,100,Yes,Portfolio & Excellence Scholarship,5000,11000,No,No,Yes,No,05/31,90,88,2 years,https://www.lecolededesign.com/en/,https://www.lecolededesign.com/en/msc-urban-environment-design,,,,
PROG094,IDRAC Business School,Private,Partnered,Edugo,France,Multiple campuses (Paris/Lyon),401-500,BBA International Business,Business Administration,International Management,36,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,78,50,100,Yes,No,No,10900,10100,60,Yes,Merit & Early Bird up to 30%,3000,11000,Yes,No,Yes,No,06/30,89,85,2 years,https://www.idracbs.com/,https://www.idracbs.com/en/programmes/bba-international,,,,
PROG095,IDRAC Business School,Private,Partnered,Edugo,France,Multiple campuses (Paris/Lyon),401-500,MSc International Business Management,Business Administration,Global Strategy & Marketing,15,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,85,58,105,Yes,No,No,13900,12800,60,Yes,Excellence Scholarship up to 40%,5000,11000,No,No,Yes,No,06/30,89,85,2 years,https://www.idracbs.com/,https://www.idracbs.com/en/programmes/msc-international-business-management,,,,
PROG096,EICAR – International Film & Performing Arts School,Private,Partnered,Edugo,France,Paris,1001,Bachelor in Filmmaking (English track),Film & Performing Arts,Film Direction & Production,36,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,13900,12800,100,Yes,Talent & Portfolio Scholarship,4000,12000,Yes,No,Yes,No,06/15,86,82,2 years,https://www.eicar-international.com/,https://www.eicar-international.com/en/bachelor-filmmaking,,,,
PROG097,EICAR – International Film & Performing Arts School,Private,Partnered,Edugo,France,Paris,1001,Bachelor in Performing Arts – Acting (English track),Film & Performing Arts,Acting for Film & Theatre,36,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,13900,12800,100,Yes,Talent & Audition Scholarship,4000,12000,Yes,No,Yes,No,06/15,86,82,2 years,https://www.eicar-international.com/,https://www.eicar-international.com/en/bachelor-acting,,,,
PROG098,ESC Clermont Business School,Private,Partnered,Edugo,France,Clermont-Ferrand,201-250,Master in Management (Grande École),Business Administration,General Management & Specialisations,24,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,85,58,110,Yes,No,No,15900,14700,80,Yes,Excellence up to 50%; Early Bird,7000,10000,No,No,Yes,No,06/30,92,90,2 years,https://www.esc-clermont.fr/en/,https://www.esc-clermont.fr/en/programmes/master-management,,,,
PROG099,ESC Clermont Business School,Private,Partnered,Edugo,France,Clermont-Ferrand,201-250,MSc in International Commerce & Digital Marketing,Business & Marketing,International Trade & Digital Strategy,15,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,85,58,110,Yes,No,No,13900,12800,80,Yes,Merit & Excellence Scholarship,5000,10000,No,No,Yes,No,06/30,92,90,2 years,https://www.esc-clermont.fr/en/,https://www.esc-clermont.fr/en/programmes/msc-international-commerce-digital-marketing,,,,
PROG100,EDC Paris Business School,Private,Partnered,Edugo,France,Paris,251-300,Master in Management (Grande École),Business Administration,Entrepreneurship & Luxury tracks,24,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,85,58,110,Yes,No,No,17900,16500,90,Yes,Excellence & Entrepreneurship up to €8000,8000,12000,No,No,Yes,No,06/30,91,88,2 years,https://www.edcparis.edu/en,https://www.edcparis.edu/en/programmes/master-management,,,,
PROG101,EDC Paris Business School,Private,Partnered,Edugo,France,Paris,251-300,MSc Luxury Brand Management & Entrepreneurship,Business Administration,Luxury Marketing & Management,12,3.0,70,Bachelor's,No,0,Business or Fashion preferred,Yes,6.5,85,58,110,Yes,No,No,18900,17500,90,Yes,Excellence Scholarship,6000,12000,No,No,Yes,No,06/30,91,88,2 years,https://www.edcparis.edu/en,https://www.edcparis.edu/en/programmes/msc-luxury-management,,,,
