"program_id","university_name","university_type","partnership_status","partner_name","country","city","world_ranking","university_website","program_name","degree_level","field_of_study","specialization","course_duration_years","course_duration_months","program_website","min_gpa","min_percentage","last_education_required","work_experience_required","min_work_experience_years","specific_background_required","english_test_required","ielts_overall","ielts_individual","toefl_overall","toefl_individual","pte_overall","duolingo_overall","moi_accepted","moi_conditions","gre_required","min_gre_score","gmat_required","min_gmat_score","other_exams","tuition_fee_eur","tuition_fee_usd","application_fee_eur","scholarships_available","scholarship_details","scholarship_amount_max","living_cost_estimate_eur","intake_spring","intake_summer","intake_fall","intake_winter","spring_deadline","summer_deadline","fall_deadline","winter_deadline","rolling_admissions","language_of_instruction","visa_success_rate","job_placement_rate","internship_opportunities","part_time_work_allowed","post_study_work_visa","program_highlights","notes","admissions_email","application_portal","commission_rate","last_updated","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG036","University of Freiburg","Public","Non-Partnered","N/A","Germany","Freiburg","192","https://www.uni-freiburg.de","Master in Computer Science","Master's","Computer Science","Software Engineering","2","24","https://www.uni-freiburg.de/en/studying","3.0","70","Bachelor's","No","0","Computer Science background required","Yes","6.5","6.0","88","20","58","95","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","0","0","0","Yes","DAAD scholarships","10000","9700","No","No","Yes","No","N/A","N/A","05/31","N/A","No","English","91","87","Yes","Yes","18 months","Beautiful location, Research excellence, Free tuition","N/A","admissions@uni-freiburg.de","https://apply.uni-freiburg.de","0%","2025-01-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG037","University of Cologne","Public","Partnered","Edugo","Germany","Cologne","268","https://www.uni-koeln.de","Master in Business Administration","Master's","Business Administration","General Management","2","24","https://www.uni-koeln.de/en/study","3.2","75","Bachelor's","Yes","2","Business background required","Yes","6.5","6.0","90","20","58","95","Yes","If bachelor's was in English","Optional","N/A","Yes","550","N/A","0","0","0","Yes","Merit scholarships","7000","10200","No","No","Yes","No","N/A","N/A","05/31","N/A","No","English","92","88","Yes","Yes","18 months","Strong business school, Industry connections, Free tuition","N/A","admissions@uni-koeln.de","https://apply.uni-koeln.de","12%","2025-01-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG038","University of Göttingen","Public","Non-Partnered","N/A","Germany","Göttingen","232","https://www.uni-goettingen.de","Master in Applied Computer Science","Master's","Computer Science","Applied Computer Science","2","24","https://www.uni-goettingen.de/en/study","3.0","70","Bachelor's","No","0","Computer Science background required","Yes","6.5","6.0","88","20","58","95","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","0","0","0","Yes","DAAD scholarships","10000","9600","No","No","Yes","No","N/A","N/A","05/31","N/A","No","English","90","86","Yes","Yes","18 months","Historic university, Research focus, Free tuition","N/A","admissions@uni-goettingen.de","https://apply.uni-goettingen.de","0%","2025-01-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG039","University of Hamburg","Public","Partnered","Edugo","Germany","Hamburg","227","https://www.uni-hamburg.de","Master in Computer Science","Master's","Computer Science","Artificial Intelligence","2","24","https://www.uni-hamburg.de/en/campuscenter/studienangebot","3.0","70","Bachelor's","No","0","Computer Science background required","Yes","6.5","6.0","88","20","58","95","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","0","0","0","Yes","DAAD scholarships","10000","10800","No","No","Yes","No","N/A","N/A","05/31","N/A","No","English","91","88","Yes","Yes","18 months","Port city, International atmosphere, Free tuition","N/A","admissions@uni-hamburg.de","https://apply.uni-hamburg.de","10%","2025-01-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG040","University of Bonn","Public","Non-Partnered","N/A","Germany","Bonn","200","https://www.uni-bonn.de","Master in Economics","Master's","Economics","Economic Policy","2","24","https://www.uni-bonn.de/en/studying","3.2","75","Bachelor's","No","0","Economics background required","Yes","6.5","6.0","88","20","58","95","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","0","0","0","Yes","Merit scholarships","8000","10000","No","No","Yes","No","N/A","N/A","05/31","N/A","No","English","90","86","Yes","Yes","18 months","Strong economics, Research excellence, Free tuition","N/A","admissions@uni-bonn.de","https://apply.uni-bonn.de","0%","2025-01-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG041","Frankfurt School of Finance & Management","Private","Partnered","Edugo","Germany","Frankfurt","N/A","https://www.frankfurt-school.de","Master in Finance","Master's","Finance","Corporate Finance","1.5","18","https://www.frankfurt-school.de/en/home/programmes","3.4","80","Bachelor's","No","0","Finance or Economics background","Yes","7.0","6.5","100","22","65","120","No","N/A","Optional","320","Yes","650","N/A","28000","30800","150","Yes","Merit scholarships","10000","11000","No","No","Yes","No","N/A","N/A","01/15","N/A","No","English","96","94","Yes","Yes","18 months","Financial hub, Industry connections, Top recruiters","Frankfurt is financial capital","admissions@frankfurt-school.de","https://apply.frankfurt-school.de","18%","2025-01-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG042","Frankfurt School of Finance & Management","Private","Partnered","Edugo","Germany","Frankfurt","N/A","https://www.frankfurt-school.de","Master in Applied Data Science","Master's","Computer Science","Data Science & Analytics","1.5","18","https://www.frankfurt-school.de/en/home/programmes","3.2","75","Bachelor's","No","0","Quantitative background preferred","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","24000","26400","120","Yes","Excellence scholarships","8000","11000","No","No","Yes","No","N/A","N/A","02/28","N/A","No","English","96","92","Yes","Yes","18 months","Finance + Tech, Practical focus, Industry projects","N/A","admissions@frankfurt-school.de","https://apply.frankfurt-school.de","18%","2025-01-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG043","WHU - Otto Beisheim School of Management","Private","Partnered","Edugo","Germany","Vallendar","N/A","https://www.whu.edu","Master in Management","Master's","Business Administration","Strategic Management","2","24","https://www.whu.edu/en/programs","3.5","85","Bachelor's","No","0","Any field","Yes","7.0","6.5","100","22","65","120","No","N/A","Optional","N/A","Yes","600","N/A","32000","35200","150","Yes","Merit scholarships","12000","10000","No","No","Yes","No","N/A","N/A","01/31","N/A","No","English","97","93","Yes","Yes","18 months","Elite business school, Strong network, High placement","Small cohorts","admissions@whu.edu","https://apply.whu.edu","20%","2025-01-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG044","ESCP Business School","Private","Partnered","Edugo","Germany","Berlin","10","https://www.escp.eu","Master in Management","Master's","Business Administration","General Management","2","24","https://www.escp.eu/programmes","3.4","80","Bachelor's","No","0","Any field","Yes","7.0","6.5","100","22","65","120","No","N/A","Optional","N/A","Optional","N/A","N/A","19900","21890","120","Yes","Merit scholarships","10000","11000","No","No","Yes","No","N/A","N/A","02/15","N/A","No","English","95","91","Yes","Yes","2 years","Multi-campus, International exposure, Strong alumni","Study in multiple European cities","admissions@escp.eu","https://apply.escp.eu","18%","2025-01-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG045","ESCP Business School","Private","Partnered","Edugo","France","Paris","10","https://www.escp.eu","Master in Finance","Master's","Finance","Financial Markets","1.5","18","https://www.escp.eu/programmes","3.5","85","Bachelor's","No","0","Finance or Economics background","Yes","7.0","6.5","100","22","65","120","No","N/A","Optional","320","Yes","650","N/A","24000","26400","150","Yes","Excellence scholarships","10000","13000","No","No","Yes","No","N/A","N/A","01/20","N/A","No","English","95","95","Yes","Yes","2 years","Top finance program, Multi-campus, Industry focus","N/A","admissions@escp.eu","https://apply.escp.eu","18%","2025-01-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG046","Toulouse Business School","Private","Non-Partnered","N/A","France","Toulouse","N/A","https://www.tbs-education.com","Master in Management","Master's","Business Administration","General Management","2","24","https://www.tbs-education.com/en/master-programs","3.0","70","Bachelor's","No","0","Any field","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","14500","15950","100","Yes","Merit scholarships","6000","10000","No","No","Yes","No","N/A","N/A","04/30","N/A","No","English","88","84","Yes","Yes","2 years","Aerospace hub, Innovation focus, Affordable","Toulouse is aerospace capital","admissions@tbs-education.com","https://apply.tbs-education.com","0%","2025-01-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG047","Audencia Business School","Private","Non-Partnered","N/A","France","Nantes","N/A","https://www.audencia.com","Master in Management","Master's","Business Administration","General Management","2","24","https://www.audencia.com/en/programmes","3.0","70","Bachelor's","No","0","Any field","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","15500","17050","100","Yes","Diversity scholarships","7000","9500","No","No","Yes","No","N/A","N/A","05/15","N/A","No","English","89","85","Yes","Yes","2 years","Triple accredited, Sustainability focus, Coastal city","N/A","admissions@audencia.com","https://apply.audencia.com","0%","2025-01-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG048","NEOMA Business School","Private","Partnered","Edugo","France","Reims","N/A","https://www.neoma-bs.com","Master in International Business","Master's","Business Administration","International Business","2","24","https://www.neoma-bs.com/en/programmes","3.0","70","Bachelor's","No","0","Business background preferred","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","16000","17600","100","Yes","Merit scholarships","6000","9000","No","No","Yes","No","N/A","N/A","05/31","N/A","No","English","90","86","Yes","Yes","2 years","International focus, Exchange programs, Affordable","N/A","admissions@neoma-bs.com","https://apply.neoma-bs.com","14%","2025-01-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG049","SKEMA Business School","Private","Partnered","Edugo","France","Lille","N/A","https://www.skema-bs.fr","Master in International Business","Master's","Business Administration","International Business","2","24","https://www.skema-bs.fr/en/programmes","3.0","70","Bachelor's","No","0","Any field","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","15000","16500","100","Yes","Excellence scholarships","7000","9500","No","No","Yes","No","N/A","N/A","06/15","N/A","No","English","89","85","Yes","Yes","2 years","Global campuses, International cohort, Flexible","Campuses in 7 countries","admissions@skema.edu","https://apply.skema-bs.fr","15%","2025-01-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
